"x","y","f","grad_x","grad_y","lapl"
0.005128897721734649,0.019863709308921673,0.005128897721734649,1.0,0.0,0.0
0.01274568085674977,0.09047791374173697,0.01274568085674977,0.9999999999999998,2.7755575615628914e-17,-3.2188005864483646e-11
0.001169180292205202,0.21169320791117888,0.001169180292205202,0.9999999999999999,-6.938893903907228e-17,3.5050915259041166e-13
-0.02215242728420602,0.3148869788858085,-0.02215242728420602,1.0,-1.3877787807814457e-17,-5.518215759076461e-14
-0.012080919573131467,0.40708783325469583,-0.012080919573131467,1.0,2.7755575615628914e-17,2.6358583113304123e-16
0.02107897166597293,0.49343370289524674,0.02107897166597293,1.0,-3.122502256758253e-17,-1.802943284820405e-16
-0.013105079268164893,0.602188876800207,-0.013105079268164893,1.0,6.938893903907228e-18,3.607168173639091e-18
0.0012104795986246865,0.6753573137455764,0.0012104795986246865,1.0000000000000002,-2.0816681711721685e-17,-1.5411571348466196e-14
-0.024745796229941858,0.7945937923863766,-0.024745796229941858,0.9999999999999999,0.0,3.2736398946573427e-12
0.003517882200851985,0.9075625378486756,0.003517882200851985,0.9999999999999999,4.163336342344337e-17,1.2564898755650475e-15
-0.016868454094184356,1.0245408775346414,-0.016868454094184356,1.0000000000000002,1.1102230246251565e-16,-42.465339922849026
0.11560457988612459,0.019486043098600327,0.11560457988612459,1.0,5.551115123125783e-17,-6.577507686506824e-18
0.10680720409338515,0.09927797928073118,0.10680720409338515,1.0,1.3877787807814457e-17,2.099085435539383e-17
0.11097939280345252,0.19003120748829846,0.11097939280345252,1.0000000000000002,0.0,8.121675747830765e-17
0.09422530899393533,0.27577292600741354,0.09422530899393533,0.9999999999999997,-6.938893903907228e-18,-6.736716065785913e-16
0.09922099665158972,0.3760095353428264,0.09922099665158972,1.0000000000000002,-6.938893903907228e-18,4.448677030219027e-16
0.08796010108334466,0.4936775450280903,0.08796010108334466,0.9999999999999999,-2.7755575615628914e-17,-4.298805766758644e-16
0.1026348066456508,0.6241490352042806,0.1026348066456508,1.0,3.469446951953614e-17,-1.9356450905374632e-16
0.09004925361848919,0.7103566815773467,0.09004925361848919,0.9999999999999998,-5.551115123125783e-17,-1.5149849624714075e-16
0.10433219363413528,0.7871629731817392,0.10433219363413528,0.9999999999999999,5.160802341031001e-17,4.561998415512059e-16
0.07633464169924765,0.9089375912603604,0.07633464169924765,0.9999999999999999,0.0,-7.210109505308102e-16
0.08694195128855213,1.0150482367696627,0.08694195128855213,1.0,4.163336342344337e-17,-5.607994788503012e-13
0.2169677620456696,0.008166175392544823,0.2169677620456696,0.9999999999999999,0.0,1.885336256897919e-14
0.19752707337213413,0.0766636448816646,0.19752707337213413,1.0000000000000002,2.7755575615628914e-17,-1.6165495602795495e-16
0.1994183548282882,0.19174417137326424,0.1994183548282882,1.0000000000000002,-4.163336342344337e-17,2.1081922141744205e-16
0.21849482983868732,0.2900719374322243,0.21849482983868732,1.0000000000000004,-4.5102810375396984e-17,-2.893563008863722e-15
0.19409157327964677,0.42437952616391494,0.19409157327964677,1.0,-2.0816681711721685e-17,1.7859131379938145e-16
0.1830012480328774,0.5011103885591587,0.1830012480328774,1.0,2.7755575615628914e-17,2.6847449332556323e-16
0.21239366460995238,0.5780573886176704,0.21239366460995238,1.0000000000000002,-4.163336342344337e-17,-1.1819729446078525e-15
0.19929459326892301,0.6800720827056177,0.19929459326892301,1.0,6.938893903907228e-17,-2.870480882955058e-17
0.20290515564121292,0.7985387346394062,0.20290515564121292,0.9999999999999997,5.551115123125783e-17,-3.858790119404686e-16
0.20502508270453232,0.9198251007334365,0.20502508270453232,1.0,2.7755575615628914e-17,1.304038188381106e-16
0.18210321479610572,0.9947835908665347,0.18210321479610572,0.9999999999999998,2.7755575615628914e-17,-1.3318760401248962e-15
0.29081981715098426,0.005965722992032851,0.29081981715098426,1.0000000000000002,-5.551115123125783e-17,-1.2946255052043301e-13
0.289282455246424,0.09656574294256519,0.289282455246424,1.0,2.7755575615628914e-17,9.077167542467485e-17
0.29828252369344915,0.21332904762894847,0.29828252369344915,1.0000000000000002,2.7755575615628914e-17,1.0633785574973262e-15
0.29554286992282286,0.3064058809934991,0.29554286992282286,1.0,0.0,0.0
0.30826514927936355,0.4083423984959835,0.30826514927936355,1.0,1.3877787807814457e-17,8.129414324403489e-17
0.2887382290942952,0.50015406489359,0.2887382290942952,1.0,-4.163336342344337e-17,1.122581537994791e-16
0.2969440090375688,0.5887523979928835,0.2969440090375688,1.0,1.3877787807814457e-17,8.455456210194927e-18
0.30752982816143815,0.6901720167698058,0.30752982816143815,1.0,-6.938893903907228e-18,3.686176678842269e-17
0.30996914974451173,0.8123052079907905,0.30996914974451173,1.0,0.0,0.0
0.31685059620202705,0.889762185025527,0.31685059620202705,1.0,-2.7755575615628914e-17,-1.4523463252810578e-16
0.3239371580035414,1.0174607917870135,0.3239371580035414,1.0000000000000002,1.6653345369377348e-16,-5.783311309623976e-14
0.40897538126616023,0.008550304571090862,0.40897538126616023,1.0000000000000002,-5.898059818321144e-17,-3.7087110608539564e-16
0.42366031721242825,0.11610053487109699,0.42366031721242825,0.9999999999999999,-1.3877787807814457e-17,9.15116170305772e-16
0.41927527069397075,0.200680950204626,0.41927527069397075,1.0,0.0,0.0
0.40861658322586314,0.32416258682246085,0.40861658322586314,1.0,-5.551115123125783e-17,3.25063328480414e-16
0.3832871969538446,0.3839481490600729,0.3832871969538446,0.9999999999999999,-1.3877787807814457e-17,1.1971771337249901e-16
0.3865034307797448,0.48214088233986696,0.3865034307797448,1.0000000000000002,-4.5102810375396984e-17,1.1303852852874927e-16
0.39205436658521964,0.5800011938035489,0.39205436658521964,1.0,-2.42861286636753e-17,1.3753469444503914e-17
0.38587828035459554,0.6786523163376804,0.38587828035459554,1.0,-1.3877787807814457e-17,-1.5070633819337162e-16
0.39693122388397084,0.8241942756085417,0.39693122388397084,1.0,-8.326672684688674e-17,6.335388552997394e-16
0.3822209339347893,0.9175489393441212,0.3822209339347893,1.0,-2.6020852139652106e-17,3.917043520529299e-17
0.38896636391807987,0.9852619026981929,0.38896636391807987,1.0,8.326672684688674e-17,1.317604201858715e-15
0.5136282647701851,-0.018491048989168275,0.5136282647701851,1.0,-5.551115123125783e-17,1.0497296232903356e-16
0.4833686494654388,0.11704133735987958,0.4833686494654388,1.0,0.0,0.0
0.5126996636129303,0.2201322152635882,0.5126996636129303,1.0000000000000004,-1.3877787807814457e-17,3.1597899973280307e-15
0.4783854756271951,0.281224419611822,0.4783854756271951,1.0,-1.3877787807814457e-17,7.493736672388686e-17
0.48655376469995637,0.3832639040928765,0.48655376469995637,1.0000000000000002,-2.7755575615628914e-17,-4.6609812644530353e-17
0.480918348156168,0.48818295666468103,0.480918348156168,1.0000000000000002,2.7755575615628914e-17,-3.024843110277134e-16
0.5036039976632731,0.6053008061342474,0.5036039976632731,1.0,1.3877787807814457e-17,-1.45849679154617e-16
0.49681068614352253,0.685721751773437,0.49681068614352253,1.0,0.0,0.0
0.4947447651512493,0.8125006981369031,0.4947447651512493,0.9999999999999999,-2.7755575615628914e-17,1.0820833913638342e-15
0.48408997909306595,0.8839177325684264,0.48408997909306595,1.0000000000000002,3.469446951953614e-18,-2.7813987690678063e-16
0.5058985418890279,1.0037799621846288,0.5058985418890279,1.0,6.938893903907228e-17,1.9525152214754584e-16
0.5767276381663191,0.0239352288202994,0.5767276381663191,1.0,0.0,0.0
0.5904218374805661,0.08607852162445516,0.5904218374805661,1.0000000000000002,5.551115123125783e-17,-3.181131385973264e-16
0.6220178406108074,0.20674472871895097,0.6220178406108074,0.9999999999999997,0.0,2.819915336716888e-15
0.5807416490863605,0.32422085996152794,0.5807416490863605,0.9999999999999999,1.734723475976807e-17,-6.476614206505568e-16
0.5887231379820522,0.41741595367327594,0.5887231379820522,1.0,2.7755575615628914e-17,-3.752081251129682e-17
0.5796326087869853,0.48511825330992764,0.5796326087869853,1.0000000000000002,-3.469446951953614e-17,-5.739952094560879e-16
0.6177885152058593,0.5943390387392921,0.6177885152058593,0.9999999999999998,0.0,5.755775885701877e-16
0.5815309962343878,0.7155919662319438,0.5815309962343878,1.0,0.0,0.0
0.5815401311522884,0.819751344583533,0.5815401311522884,1.0,-2.7755575615628914e-17,-5.799794074823805e-18
0.5832627033179796,0.9229097857433199,0.5832627033179796,0.9999999999999999,4.163336342344337e-17,-4.835740495662598e-16
0.611136901880042,1.008342662617285,0.611136901880042,1.0,6.938893903907228e-17,-2.169914852675157e-13
0.6913455637365071,0.020924356622830445,0.6913455637365071,0.9999999999999997,-2.7755575615628914e-17,1.907713732848016e-15
0.6759499724694128,0.11883399943035068,0.6759499724694128,1.0,6.071532165918825e-17,-3.2174901679741734e-17
0.6810312846167484,0.2056085292295503,0.6810312846167484,1.0000000000000002,2.0816681711721685e-17,9.9015957574008e-16
0.7113186896424276,0.32152644570189465,0.7113186896424276,1.0,-1.3877787807814457e-17,1.54831687603011e-16
0.6998769243135093,0.4180180875478658,0.6998769243135093,1.0,-2.7755575615628914e-17,-2.0392947108261933e-16
0.6776475107012642,0.4893996463568505,0.6776475107012642,0.9999999999999999,2.0816681711721685e-17,2.7723476553196313e-16
0.7055143507535788,0.5826615637731165,0.7055143507535788,0.9999999999999999,1.0408340855860843e-17,-8.969061918123122e-18
0.6822087483824812,0.7158775804160838,0.6822087483824812,0.9999999999999999,0.0,6.186647076830003e-16
0.7226111006712947,0.7787315720653863,0.7226111006712947,0.9999999999999999,2.7755575615628914e-17,5.222565290002702e-16
0.6924263493208104,0.9096649391829082,0.6924263493208104,1.0,1.734723475976807e-17,6.00280598490051e-17
0.7174405701839305,0.9824830635357642,0.7174405701839305,1.0,-2.7755575615628914e-17,0.0
0.7760669219370594,0.001854052376445853,0.7760669219370594,0.9999999999999999,-5.551115123125783e-17,2.739686920876988e-16
0.7851599688781086,0.08258851047582741,0.7851599688781086,0.9999999999999999,6.938893903907228e-18,-8.246237815963169e-16
0.7871285926921882,0.17731477387077912,0.7871285926921882,1.0,-9.974659986866641e-18,-1.0012729079486525e-16
0.8017437773977983,0.3187410511292637,0.8017437773977983,1.0000000000000002,-2.7755575615628914e-17,2.4330749771505947e-16
0.8166185144495485,0.39740907909804674,0.8166185144495485,0.9999999999999999,6.938893903907228e-18,4.459330363237808e-16
0.7821759660697436,0.4985395332396271,0.7821759660697436,0.9999999999999999,0.0,-1.596027783279593e-16
0.7886125862707007,0.5929534383931115,0.7886125862707007,0.9999999999999999,2.7755575615628914e-17,1.5463038810275165e-16
0.7791356309071833,0.7102546022094607,0.7791356309071833,1.0,5.551115123125783e-17,-2.4411821771856637e-17
0.7816390100492698,0.8097029535707209,0.7816390100492698,1.0,-2.7755575615628914e-17,-8.357336752714705e-17
0.8055140536945959,0.9231212242887873,0.8055140536945959,1.0,-6.938893903907228e-17,8.612735843272172e-17
0.7825373719640569,1.018143264299923,0.7825373719640569,0.9999999999999999,1.3183898417423734e-16,-5.382667274882617e-14
0.8918928528712206,-0.015286118270333271,0.8918928528712206,0.9999999999999999,0.0,1.2275458834307936e-14
0.9128466231025293,0.10023489917370372,0.9128466231025293,1.0,-3.469446951953614e-17,4.535563608761388e-18
0.9212555776686769,0.20861446557580654,0.9212555776686769,1.0,-2.0816681711721685e-17,5.176368800389961e-17
0.9156394020335211,0.3099308598072051,0.9156394020335211,1.0,0.0,0.0
0.8943496636950823,0.3880020419015331,0.8943496636950823,1.0,1.3877787807814457e-17,0.0
0.8801592519874515,0.4829864857099365,0.8801592519874515,1.0000000000000002,0.0,4.731506526854007e-16
0.8766119948214771,0.6113923418387037,0.8766119948214771,0.9999999999999999,0.0,-4.198924392433263e-16
0.8823532799522169,0.7048020199000937,0.8823532799522169,1.0,2.7755575615628914e-17,2.1475390422184466e-17
0.8788405614745864,0.7915181983300765,0.8788405614745864,1.0,-2.7755575615628914e-17,-7.627409073626258e-17
0.8824051078185977,0.8977257170867373,0.8824051078185977,1.0,-2.7755575615628914e-17,6.843667159263581e-17
0.8827410038155029,0.9875701040079432,0.8827410038155029,1.0,-1.3877787807814457e-17,-1.101699574214296e-16
0.9877214799240939,0.016828699497778123,0.9877214799240939,0.9999999999999999,3.469446951953614e-18,-6.532607729707552e-13
0.9908637924438909,0.11483695656677874,0.9908637924438909,1.0,2.0816681711721685e-17,2.18991226468622e-15
1.0110493285478999,0.2035597595271231,1.0110493285478999,0.9999999999999999,-1.3877787807814457e-17,-1.5289900670204428e-15
1.0070106124034477,0.3198142363909617,1.0070106124034477,1.0,2.6020852139652106e-17,-2.8755954668044076e-17
0.9982646678163359,0.4097905330009097,0.9982646678163359,1.0,1.3877787807814457e-17,-1.4325003218721556e-17
0.9983537195672917,0.49741658727398896,0.9983537195672917,1.0,0.0,0.0
1.0136219047914383,0.5954955350314276,1.0136219047914383,0.9999999999999997,-2.7755575615628914e-17,-2.7165139638403466e-15
0.9874860368385597,0.6772634781998056,0.9874860368385597,1.0,8.326672684688674e-17,8.735565344794202e-16
1.0163354237675235,0.7950935730283196,1.0163354237675235,1.0,-1.870248747537495e-17,-4.2893026356540635e-14
1.0010057686869493,0.8814885490241327,1.0010057686869493,1.0,0.0,0.0
0.9997816943193559,0.999824022241679,0.9997816943193559,0.9999999999999999,2.7755575615628914e-17,-4.726463125918644e-16